Date,Open,High,Low,Close,Volume
2020-01-02 09:34:59,135.4499969482422,135.5253816858582,135.402324902345,135.4516428413143,1588
2020-01-02 09:34:58,135.4516428413143,135.4816428413143,135.3745260195574,135.4045260195574,1529
2020-01-02 09:34:57,135.4045260195574,135.4526798132049,135.3945260195574,135.4243936082265,1145
2020-01-02 09:34:56,135.4243936082265,135.4543936082265,135.3341355025983,135.3641355025983,1987
2020-01-02 09:34:55,135.3641355025983,135.3941355025983,135.3364491764121,135.3664491764121,1332
2020-01-02 09:34:54,135.3664491764121,135.4331821894218,135.3664491764121,135.4049871783451,1402
2020-01-02 09:34:53,135.4049871783451,135.4349871783451,135.3308871927708,135.3608871927708,1785
2020-01-02 09:34:52,135.3608871927708,135.3908871927708,135.2974868202996,135.3274868202996,1833
2020-01-02 09:34:51,135.3274868202996,135.3574868202996,135.2497645068228,135.2797645068228,1535
2020-01-02 09:34:50,135.2797645068228,135.3097645068228,135.253040909565,135.283040909565,1081
2020-01-02 09:34:49,135.283040909565,135.313040909565,135.2559792040003,135.2859792040003,1956
2020-01-02 09:34:48,135.2859792040003,135.3159792040003,135.2105151525046,135.2405151525046,1285
2020-01-02 09:34:47,135.2405151525046,135.2705151525046,135.1524310931168,135.1824310931168,1276
2020-01-02 09:34:46,135.1824310931168,135.2124310931168,135.1583733059885,135.1883733059885,1901
2020-01-02 09:34:45,135.1883733059885,135.2183733059885,135.1764614138676,135.2064614138676,1087
2020-01-02 09:34:44,135.2064614138676,135.2364614138676,135.1953258814777,135.2253258814777,1577
2020-01-02 09:34:43,135.2253258814777,135.2553258814777,135.2172776856038,135.2472776856038,1427
2020-01-02 09:34:42,135.2472776856038,135.2772776856038,135.176865231718,135.206865231718,1871
2020-01-02 09:34:41,135.206865231718,135.236865231718,135.1834169736567,135.2134169736567,1730
2020-01-02 09:34:40,135.2134169736567,135.2434169736567,135.1610996191636,135.1910996191636,1051
2020-01-02 09:34:39,135.1910996191636,135.2210996191636,135.1276020588667,135.1576020588667,1184
2020-01-02 09:34:38,135.1576020588667,135.1876020588667,135.0862086111357,135.1162086111357,1596
2020-01-02 09:34:37,135.1162086111357,135.1462086111357,135.0931405063054,135.1231405063054,1716
2020-01-02 09:34:36,135.1231405063054,135.1531405063054,135.0772421316086,135.1072421316086,1839
2020-01-02 09:34:35,135.1072421316086,135.1372421316086,135.0976136630456,135.1276136630456,1341
2020-01-02 09:34:34,135.1276136630456,135.1576136630456,135.1023253761899,135.1323253761899,1894
2020-01-02 09:34:33,135.1323253761899,135.1623253761899,135.0505101689139,135.0805101689139,1730
2020-01-02 09:34:32,135.0805101689139,135.1105101689139,135.0730438346171,135.1030438346171,1188
2020-01-02 09:34:31,135.1030438346171,135.1330438346171,135.048995540307,135.078995540307,1968
2020-01-02 09:34:30,135.078995540307,135.108995540307,135.0062016259025,135.0362016259025,1837
2020-01-02 09:34:29,135.0362016259025,135.0662016259025,134.991278853767,135.021278853767,1854
2020-01-02 09:34:28,135.021278853767,135.051278853767,134.980614138118,135.010614138118,1724
2020-01-02 09:34:27,135.010614138118,135.040614138118,134.9392237078331,134.9692237078331,1051
2020-01-02 09:34:26,134.9692237078331,134.9992237078331,134.9430155050965,134.9730155050965,1301
2020-01-02 09:34:25,134.9730155050965,135.0030155050965,134.9317540292671,134.9617540292671,1345
2020-01-02 09:34:24,134.9617540292671,134.9917540292671,134.9150060938458,134.9450060938458,1812
2020-01-02 09:34:23,134.9450060938458,134.9750060938458,134.9391039868789,134.9691039868789,1681
2020-01-02 09:34:22,134.9691039868789,134.9991039868789,134.9221147051398,134.9521147051398,1799
2020-01-02 09:34:21,134.9521147051398,134.9821147051398,134.8872957106099,134.9172957106099,1473
2020-01-02 09:34:20,134.9172957106099,134.9472957106099,134.8967484405372,134.9267484405372,1352
2020-01-02 09:34:19,134.9267484405372,134.9567484405372,134.8690382346903,134.8990382346903,1261
2020-01-02 09:34:18,134.8990382346903,134.9290382346903,134.821361271607,134.851361271607,1356
2020-01-02 09:34:17,134.851361271607,134.881361271607,134.8383236319881,134.8683236319881,1413
2020-01-02 09:34:16,134.8683236319881,134.8983236319881,134.858226068307,134.888226068307,1780
2020-01-02 09:34:15,134.888226068307,134.918226068307,134.8250005524623,134.8550005524623,1746
2020-01-02 09:34:14,134.8550005524623,134.8850005524623,134.8093206437537,134.8393206437537,1362
2020-01-02 09:34:13,134.8393206437537,134.8693206437537,134.7733519803273,134.8033519803273,1166
2020-01-02 09:34:12,134.8033519803273,134.8333519803273,134.7431343753805,134.7731343753805,1505
2020-01-02 09:34:11,134.7731343753805,134.8031343753805,134.7230107291122,134.7530107291122,1349
2020-01-02 09:34:10,134.7530107291122,134.7830107291122,134.6976698943834,134.7276698943834,1248
2020-01-02 09:34:09,134.7276698943834,134.7576698943834,134.6853610262145,134.7153610262145,1786
2020-01-02 09:34:08,134.7153610262145,134.7453610262145,134.6875936302251,134.7175936302251,1917
2020-01-02 09:34:07,134.7175936302251,134.7475936302251,134.6648714392661,134.6948714392661,1467
2020-01-02 09:34:06,134.6948714392661,134.7248714392661,134.6536340453555,134.6836340453555,1154
2020-01-02 09:34:05,134.6836340453555,134.7136340453555,134.6534969299408,134.6834969299408,1268
2020-01-02 09:34:04,134.6834969299408,134.7134969299408,134.6115993717551,134.6415993717551,1809
2020-01-02 09:34:03,134.6415993717551,134.6715993717551,134.6225585094251,134.6525585094251,1890
2020-01-02 09:34:02,134.6525585094251,134.6825585094251,134.6133285703417,134.6433285703417,1434
2020-01-02 09:34:01,134.6433285703417,134.6733285703417,134.5714364402636,134.6014364402636,1288
2020-01-02 09:34:00,134.6014364402636,134.6314364402636,134.5888065096739,134.6188065096739,1528
2020-01-02 09:33:59,134.6188065096739,134.6488065096739,134.5393043818318,134.5693043818318,1879
2020-01-02 09:33:58,134.5693043818318,134.5993043818318,134.5168800994324,134.5468800994324,1852
2020-01-02 09:33:57,134.5468800994324,134.5768800994324,134.4691781255146,134.4991781255146,1838
2020-01-02 09:33:56,134.4991781255146,134.5291781255146,134.482811370258,134.512811370258,1812
2020-01-02 09:33:55,134.512811370258,134.542811370258,134.4984189330962,134.5284189330962,1301
2020-01-02 09:33:54,134.5284189330962,134.5584189330962,134.4695036120302,134.4995036120302,1521
2020-01-02 09:33:53,134.4995036120302,134.5295036120302,134.4754753554746,134.5054753554746,1184
2020-01-02 09:33:52,134.5054753554746,134.5354753554746,134.444265103444,134.474265103444,1968
2020-01-02 09:33:51,134.474265103444,134.504265103444,134.434413155169,134.464413155169,1227
2020-01-02 09:33:50,134.464413155169,134.494413155169,134.4162098679727,134.4462098679727,1448
2020-01-02 09:33:49,134.4462098679727,134.4762098679727,134.3664790098595,134.3964790098595,1904
2020-01-02 09:33:48,134.3964790098595,134.4264790098595,134.382833443314,134.412833443314,1976
2020-01-02 09:33:47,134.412833443314,134.442833443314,134.3361876523996,134.3661876523996,1704
2020-01-02 09:33:46,134.3661876523996,134.3961876523996,134.316823901416,134.346823901416,1551
2020-01-02 09:33:45,134.346823901416,134.376823901416,134.2982464795325,134.3282464795325,1882
2020-01-02 09:33:44,134.3282464795325,134.3582464795325,134.2982855141258,134.3282855141258,1399
2020-01-02 09:33:43,134.3282855141258,134.3582855141258,134.2818034509748,134.3118034509748,1626
2020-01-02 09:33:42,134.3118034509748,134.3418034509748,134.2407511019183,134.2707511019183,1844
2020-01-02 09:33:41,134.2707511019183,134.3007511019183,134.225573516631,134.255573516631,1072
2020-01-02 09:33:40,134.255573516631,134.285573516631,134.1950005786729,134.2250005786729,1652
2020-01-02 09:33:39,134.2250005786729,134.2550005786729,134.1830026359556,134.2130026359556,1087
2020-01-02 09:33:38,134.2130026359556,134.2430026359556,134.1332402120019,134.1632402120019,1730
2020-01-02 09:33:37,134.1632402120019,134.1932402120019,134.1481180766329,134.1781180766329,1832
2020-01-02 09:33:36,134.1781180766329,134.2081180766329,134.120593167181,134.150593167181,1236
